x1,y1,x2,y2,Class,image,Probability
163,237,1061,737,165_0,01177.jpg,0.916178
68,169,712,401,43_7,01178.jpg,0.71917206
85,200,463,344,11_5,01179.jpg,0.82241964
11,29,294,185,16_3,01180.jpg,0.98817307
25,125,620,349,126_4,01181.jpg,0.47111994
70,193,762,445,161_8,01182.jpg,0.95713544
75,260,923,593,153_2,01183.jpg,0.9969721
16,40,464,244,46_8,01184.jpg,0.9969664
147,180,1486,1011,52_6,01185.jpg,0.9216873
12,48,230,157,8_8,01186.jpg,0.97044176
58,94,467,278,157_7,01187.jpg,0.85850066
108,105,540,330,94_0,01188.jpg,0.9915489
22,278,625,445,153_9,01189.jpg,0.99984145
78,95,999,667,63_8,01190.jpg,0.92934716
13,34,235,184,116_8,01191.jpg,0.6767793
18,115,445,334,30_4,01192.jpg,0.57141346
5,19,320,139,48_6,01193.jpg,0.9809699
62,141,309,246,123_9,01194.jpg,0.9973477
15,46,575,415,24_7,01195.jpg,0.6228876
115,93,246,151,151_6,01196.jpg,0.68272007
3,49,998,772,36_8,01197.jpg,0.7781918
30,78,611,403,53_8,01198.jpg,0.9394161
37,97,265,182,62_7,01199.jpg,0.5358928
80,31,667,264,142_7,01200.jpg,0.81795245
19,51,631,458,50_2,01201.jpg,0.9919207
52,289,751,505,21_1,01202.jpg,0.9980572
1,36,269,196,171_8,01203.jpg,0.7586733
49,83,1073,765,140_0,01204.jpg,0.6734246
45,59,284,161,41_4,01205.jpg,0.95227927
71,96,590,393,28_7,01206.jpg,0.91881365
5,50,293,170,48_4,01207.jpg,0.63271725
64,281,819,694,30_7,01208.jpg,0.55841094
1,24,120,103,174_7,01209.jpg,0.9252537
19,123,618,354,14_7,01210.jpg,0.990763
23,21,235,176,108_6,01211.jpg,0.66024905
103,292,1495,845,90_2,01212.jpg,0.5129833
38,127,642,412,134_1,01213.jpg,0.5166006
3,47,296,183,3_0,01214.jpg,0.9351059
25,124,552,308,114_6,01215.jpg,0.64144075
43,70,584,321,185_7,01216.jpg,0.6397699
100,97,429,314,159_8,01217.jpg,0.7809495
51,256,1007,585,161_7,01218.jpg,0.83217365
63,81,590,410,81_8,01219.jpg,0.987502
31,11,248,179,121_7,01220.jpg,0.92058045
1,20,319,219,142_0,01221.jpg,0.8706291
23,60,597,349,64_8,01222.jpg,0.96604663
64,120,886,767,147_2,01223.jpg,0.33040708
786,514,1443,890,39_7,01224.jpg,0.5023258
86,33,513,403,187_8,01225.jpg,0.9977483
71,126,581,413,189_8,01226.jpg,0.9351279
113,54,634,470,37_6,01227.jpg,0.70414644
331,299,702,562,45_8,01228.jpg,0.90358925
100,55,403,271,84_6,01229.jpg,0.9392013
27,115,667,404,74_7,01230.jpg,0.5567102
22,4,457,316,159_7,01231.jpg,0.7583833
150,87,472,289,14_0,01232.jpg,0.9530971
8,93,630,422,138_0,01233.jpg,0.6136691
102,28,508,365,49_4,01234.jpg,0.98337203
29,116,464,311,156_0,01235.jpg,0.9873089
21,66,409,226,180_7,01236.jpg,0.6580029
116,409,1156,753,173_0,01237.jpg,0.9996724
24,41,270,158,111_6,01238.jpg,0.972388
300,501,1711,1070,28_5,01239.jpg,0.96731234
83,59,416,320,188_7,01240.jpg,0.94991004
52,39,250,122,77_7,01241.jpg,0.56220424
68,126,585,399,94_0,01242.jpg,0.96231127
41,75,464,266,154_0,01243.jpg,0.63310194
135,43,663,571,155_7,01244.jpg,0.8987726
47,59,585,383,19_4,01245.jpg,0.89982206
13,44,784,538,118_1,01246.jpg,0.66009
20,47,291,212,162_4,01247.jpg,0.73111814
25,37,275,189,160_2,01248.jpg,0.56144357
62,226,1189,841,46_8,01249.jpg,0.7200371
27,174,989,708,182_0,01250.jpg,0.99870837
206,96,736,365,16_7,01251.jpg,0.6143595
19,25,386,242,196_6,01252.jpg,0.98366123
78,134,1189,772,37_5,01253.jpg,0.30085787
107,91,756,501,155_7,01254.jpg,0.9784654
17,80,735,492,6_9,01255.jpg,0.9991698
8,28,279,201,71_8,01256.jpg,0.9558074
24,172,1005,587,133_2,01257.jpg,0.9780537
29,91,482,454,95_0,01258.jpg,0.92231745
139,112,1090,706,89_7,01259.jpg,0.99580896
44,29,187,133,95_0,01260.jpg,0.9738704
48,137,343,276,85_3,01261.jpg,0.819796
47,31,340,219,84_6,01262.jpg,0.98956317
1,21,639,470,143_0,01263.jpg,0.6690215
5,36,623,357,4_0,01264.jpg,0.9848429
35,160,509,361,185_7,01265.jpg,0.7074266
20,87,600,391,122_1,01266.jpg,0.98155713
26,92,604,291,127_8,01267.jpg,0.98209906
9,43,254,152,54_7,01268.jpg,0.956128
96,3,519,385,180_8,01269.jpg,0.89995843
21,76,532,355,44_4,01270.jpg,0.764572
1,15,120,99,158_8,01271.jpg,0.8382294
111,66,984,800,132_0,01272.jpg,0.87957406
53,265,769,475,102_6,01273.jpg,0.9974705
5,153,420,337,72_1,01274.jpg,0.9876944
14,52,252,149,29_8,01275.jpg,0.93908966
67,102,567,357,9_0,01276.jpg,0.99653745
1,5,160,89,1_3,01277.jpg,0.997535
25,48,294,142,80_1,01278.jpg,0.99273396
7,24,287,232,131_2,01279.jpg,0.55320746
74,157,504,398,106_2,01280.jpg,0.5699187
126,69,402,309,47_8,01281.jpg,0.76358104
11,14,621,441,184_8,01282.jpg,0.750335
19,52,261,150,8_3,01283.jpg,0.99937505
112,298,1609,1003,40_0,01284.jpg,0.792736
47,49,321,202,195_0,01285.jpg,0.8181818
74,1,1448,855,130_4,01286.jpg,0.85130405
64,189,458,357,160_8,01287.jpg,0.9881315
135,120,869,619,94_2,01288.jpg,0.7185802
4,32,259,171,53_0,01289.jpg,0.99254805
10,69,317,216,165_4,01290.jpg,0.93370205
104,155,459,322,137_0,01291.jpg,0.39271435
22,16,434,332,28_5,01292.jpg,0.8541409
76,87,388,244,46_4,01293.jpg,0.82243156
8,55,160,108,107_8,01294.jpg,0.9875544
113,133,578,375,94_0,01295.jpg,0.9721881
30,101,445,261,115_7,01296.jpg,0.9035496
103,205,1330,928,12_0,01297.jpg,0.86344427
28,199,1005,673,20_0,01298.jpg,0.9876938
41,140,591,356,186_7,01299.jpg,0.98666555
42,186,1788,1088,58_8,01300.jpg,0.69498515
34,93,620,350,144_1,01301.jpg,0.99818355
62,79,620,455,178_6,01302.jpg,0.96662647
55,22,685,433,191_6,01303.jpg,0.9752812
17,74,624,425,137_7,01304.jpg,0.9549413
242,250,860,643,145_0,01305.jpg,0.98369956
124,81,768,535,157_8,01306.jpg,0.79505605
177,266,943,748,81_7,01307.jpg,0.6004593
73,452,2478,1508,23_0,01308.jpg,0.5627459
14,120,281,216,74_4,01309.jpg,0.8959775
40,39,703,415,172_3,01310.jpg,0.8874499
1,12,137,94,88_4,01311.jpg,0.4912731
65,17,424,202,86_7,01312.jpg,0.9452252
56,69,558,354,12_1,01313.jpg,0.9581951
29,129,597,364,123_6,01314.jpg,0.9805258
31,12,421,209,189_6,01315.jpg,0.99105936
20,35,406,236,57_8,01316.jpg,0.9792363
91,129,533,399,192_8,01317.jpg,0.9987105
167,85,580,307,67_8,01318.jpg,0.9622776
59,115,378,249,181_7,01319.jpg,0.48868537
89,42,461,288,184_6,01320.jpg,0.8515976
46,69,603,411,177_7,01321.jpg,0.6625311
46,69,583,363,7_2,01322.jpg,0.41568336
49,203,992,692,114_8,01323.jpg,0.87329715
32,93,250,184,39_6,01324.jpg,0.98162305
33,38,250,167,70_7,01325.jpg,0.6833442
15,48,274,187,67_7,01326.jpg,0.9347109
39,116,353,250,74_1,01327.jpg,0.73158765
91,282,956,642,59_1,01328.jpg,0.78124917
10,52,255,163,165_8,01329.jpg,0.9971042
9,11,290,200,53_0,01330.jpg,0.9759319
355,323,1316,897,8_8,01331.jpg,0.9937028
50,48,591,384,126_8,01332.jpg,0.98924446
32,86,609,304,130_4,01333.jpg,0.69751275
9,71,461,216,179_4,01334.jpg,0.5473953
555,301,1173,568,45_1,01335.jpg,0.9950896
5,7,261,125,189_4,01336.jpg,0.83839065
9,32,253,161,188_8,01337.jpg,0.9336685
59,87,1737,1211,162_1,01338.jpg,0.7267901
114,107,561,407,94_7,01339.jpg,0.8486843
110,83,590,370,30_4,01340.jpg,0.44599956
59,107,575,398,73_7,01341.jpg,0.90201396
66,122,480,234,59_0,01342.jpg,0.9052061
60,144,778,463,192_7,01343.jpg,0.76197195
26,23,615,459,126_2,01344.jpg,0.78628844
37,169,587,413,86_8,01345.jpg,0.81481165
37,139,656,470,13_0,01346.jpg,0.9487453
23,1,430,319,179_0,01347.jpg,0.9875701
80,110,980,677,37_7,01348.jpg,0.8518204
341,248,768,497,144_8,01349.jpg,0.97151774
105,315,780,561,157_8,01350.jpg,0.9730157
80,191,948,623,112_0,01351.jpg,0.88294613
2,59,300,219,40_0,01352.jpg,0.99163294
43,99,1013,615,31_3,01353.jpg,0.8199696
17,43,250,159,156_8,01354.jpg,0.9642525
46,1,799,560,184_7,01355.jpg,0.9445666
51,120,683,378,168_7,01356.jpg,0.9252905
52,122,750,429,44_1,01357.jpg,0.9243371
10,1,563,306,59_4,01358.jpg,0.57399637
17,25,282,153,80_7,01359.jpg,0.58272624
15,102,411,291,59_8,01360.jpg,0.93504995
74,73,239,158,9_7,01361.jpg,0.5153367
80,165,543,405,111_1,01362.jpg,0.9639755
44,62,589,415,140_6,01363.jpg,0.69434875
1,74,639,334,58_7,01364.jpg,0.75750846
114,144,476,349,49_7,01365.jpg,0.9259487
44,196,603,410,115_1,01366.jpg,0.97367203
19,54,246,170,80_1,01367.jpg,0.9645635
32,136,843,490,133_2,01368.jpg,0.9667891
69,36,259,155,161_8,01369.jpg,0.8552908
20,29,583,270,21_6,01370.jpg,0.99369955
32,60,207,157,92_6,01371.jpg,0.98686635
263,598,2349,1638,13_7,01372.jpg,0.96988714
61,137,596,443,130_3,01373.jpg,0.99943227
3,37,496,299,159_1,01374.jpg,0.9673117
54,254,1961,1084,170_0,01375.jpg,0.941803
5,27,347,234,121_6,01376.jpg,0.92765695
54,75,408,274,97_5,01377.jpg,0.99129
29,141,597,450,87_0,01378.jpg,0.9408424
60,111,760,520,192_6,01379.jpg,0.9977943
63,51,571,320,124_8,01380.jpg,0.79382503
33,35,502,275,46_5,01381.jpg,0.64314
3,21,285,195,53_8,01382.jpg,0.79837215
23,11,307,225,113_8,01383.jpg,0.914541
117,31,516,415,85_3,01384.jpg,0.9328307
150,109,605,407,174_8,01385.jpg,0.76621026
73,211,1534,988,170_8,01386.jpg,0.92562705
6,31,636,434,131_7,01387.jpg,0.6680143
24,41,277,198,109_7,01388.jpg,0.9742252
23,32,218,159,128_6,01389.jpg,0.9872443
16,24,248,188,188_8,01390.jpg,0.9760249
17,58,241,151,73_7,01391.jpg,0.9708872
39,89,457,334,5_0,01392.jpg,0.8749807
4,118,519,321,127_1,01393.jpg,0.78355104
13,95,462,279,156_8,01394.jpg,0.9621599
39,76,969,593,30_6,01395.jpg,0.9238598
140,175,492,411,154_7,01396.jpg,0.8513396
41,39,602,456,67_7,01397.jpg,0.94350725
108,50,535,385,111_8,01398.jpg,0.83070344
31,66,525,261,43_1,01399.jpg,0.5530597
43,181,471,329,136_6,01400.jpg,0.9881874
95,57,681,360,42_0,01401.jpg,0.9994123
41,60,226,165,118_7,01402.jpg,0.84265196
16,41,399,300,14_0,01403.jpg,0.94635993
436,574,1465,940,163_8,01404.jpg,0.61312866
16,52,386,252,155_8,01405.jpg,0.5944877
103,134,905,551,144_7,01406.jpg,0.67334574
51,44,506,263,99_0,01407.jpg,0.9450861
27,52,253,151,190_4,01408.jpg,0.60023284
39,24,498,242,43_4,01409.jpg,0.69894105
172,80,448,306,109_2,01410.jpg,0.2894259
42,207,760,469,55_9,01411.jpg,0.99954116
41,71,554,458,133_2,01412.jpg,0.5806146
24,46,290,188,8_9,01413.jpg,0.9998264
12,84,636,479,91_6,01414.jpg,0.9561083
9,25,291,163,25_8,01415.jpg,0.60245246
54,81,728,422,7_4,01416.jpg,0.6930216
31,90,613,360,156_2,01417.jpg,0.9638904
99,158,825,585,84_6,01418.jpg,0.8952347
11,8,110,68,70_2,01419.jpg,0.993507
184,261,1164,703,164_0,01420.jpg,0.9991327
4,17,593,269,97_5,01421.jpg,0.99507165
58,44,250,180,128_1,01422.jpg,0.99739635
51,115,606,399,27_6,01423.jpg,0.8152275
1,14,352,256,123_6,01424.jpg,0.9820712
25,117,1015,536,11_5,01425.jpg,0.6458761
47,57,612,353,104_6,01426.jpg,0.9760888
347,476,4243,2904,149_7,01427.jpg,0.63813215
68,71,238,187,59_6,01428.jpg,0.9772749
14,90,490,320,127_7,01429.jpg,0.96699464
19,54,383,253,74_7,01430.jpg,0.6192944
17,158,779,462,194_6,01431.jpg,0.49133036
40,128,594,352,70_0,01432.jpg,0.9403435
10,60,296,178,47_8,01433.jpg,0.88614964
52,96,754,498,98_6,01434.jpg,0.9874299
297,191,1758,1043,189_4,01435.jpg,0.84854335
228,207,531,332,160_5,01436.jpg,0.98846555
1,87,629,404,80_9,01437.jpg,0.9868217
16,132,768,574,33_8,01438.jpg,0.9464613
47,72,444,317,93_1,01439.jpg,0.99702924
29,34,203,158,88_7,01440.jpg,0.5087477
126,118,768,538,148_0,01441.jpg,0.5461508
63,81,771,552,166_8,01442.jpg,0.8726591
120,130,475,312,34_6,01443.jpg,0.73621416
1,56,402,248,52_6,01444.jpg,0.9881246
102,150,659,414,143_7,01445.jpg,0.6661171
28,235,1597,1135,144_7,01446.jpg,0.7492191
4,5,275,176,53_1,01447.jpg,0.83079815
17,20,265,162,110_1,01448.jpg,0.9983259
11,21,325,216,189_1,01449.jpg,0.7576303
53,140,570,338,15_4,01450.jpg,0.49683884
24,247,2044,911,158_8,01451.jpg,0.9204951
17,93,639,360,91_0,01452.jpg,0.8541919
38,105,754,457,192_0,01453.jpg,0.9958972
9,17,281,172,122_2,01454.jpg,0.8428507
20,140,599,351,144_1,01455.jpg,0.9985102
35,63,464,331,120_4,01456.jpg,0.5795451
164,95,506,343,15_6,01457.jpg,0.9983919
18,279,1003,752,113_6,01458.jpg,0.9822443
37,61,487,342,62_0,01459.jpg,0.9987016
5,9,118,67,174_6,01460.jpg,0.81825775
5,193,1994,1276,96_6,01461.jpg,0.97875684
26,14,1015,750,146_1,01462.jpg,0.99647516
16,50,237,163,165_7,01463.jpg,0.9558327
50,64,584,364,193_8,01464.jpg,0.9757899
10,3,594,234,115_6,01465.jpg,0.666601
61,68,488,294,142_7,01466.jpg,0.6776397
27,55,376,284,178_2,01467.jpg,0.9391051
78,164,411,284,7_7,01468.jpg,0.90846187
10,8,596,312,36_0,01469.jpg,0.98868793
108,591,1127,1107,167_8,01470.jpg,0.9579884
45,59,585,449,65_7,01471.jpg,0.9743783
9,107,770,434,189_4,01472.jpg,0.72768086
17,9,284,188,33_6,01473.jpg,0.80924207
83,80,508,321,154_2,01474.jpg,0.98471826
10,49,595,311,139_5,01475.jpg,0.9958674
49,30,417,278,177_7,01476.jpg,0.6333411
1,25,258,180,70_6,01477.jpg,0.9525918
92,122,666,457,116_7,01478.jpg,0.96210986
224,118,519,300,184_4,01479.jpg,0.5045391
126,72,666,471,141_4,01480.jpg,0.51223177
26,78,605,452,87_7,01481.jpg,0.98893225
3,22,269,165,109_7,01482.jpg,0.9803429
427,397,1669,982,8_8,01483.jpg,0.88002735
102,171,357,323,46_2,01484.jpg,0.4205276
78,88,747,466,43_0,01485.jpg,0.8802386
91,127,284,186,15_0,01486.jpg,0.99920255
95,244,1561,1041,79_0,01487.jpg,0.99703276
42,189,739,472,182_6,01488.jpg,0.9208629
133,169,967,647,34_7,01489.jpg,0.9656821
20,18,619,260,185_6,01490.jpg,0.99747074
26,63,362,233,150_4,01491.jpg,0.86818147
78,104,719,507,148_7,01492.jpg,0.96889144
62,81,257,185,29_8,01493.jpg,0.9869241
24,53,247,133,16_7,01494.jpg,0.7405187
35,73,639,367,156_7,01495.jpg,0.9001017
51,91,530,316,15_8,01496.jpg,0.98064935
32,74,613,424,89_6,01497.jpg,0.9593829
53,71,563,407,178_8,01498.jpg,0.9486506
19,115,627,330,153_9,01499.jpg,0.99976736
47,63,380,256,28_5,01500.jpg,0.92874956
72,284,1145,738,176_0,01501.jpg,0.78582746
6,3,158,77,17_8,01502.jpg,0.74690205
84,79,668,313,141_4,01503.jpg,0.87205523
28,64,452,280,130_5,01504.jpg,0.98833084
38,3,229,95,158_8,01505.jpg,0.9761051
77,269,1916,1194,10_7,01506.jpg,0.94737107
37,49,773,325,184_7,01507.jpg,0.9811327
33,20,201,106,136_6,01508.jpg,0.97433937
67,97,496,272,51_0,01509.jpg,0.9979208
116,92,387,210,180_5,01510.jpg,0.9856931
32,93,615,390,52_0,01511.jpg,0.9908268
233,327,1141,713,26_1,01512.jpg,0.985692
74,115,601,399,195_7,01513.jpg,0.97314227
18,59,444,292,127_7,01514.jpg,0.9132391
51,157,994,606,22_0,01515.jpg,0.9770941
24,47,239,160,104_6,01516.jpg,0.9872131
131,261,1071,733,169_7,01517.jpg,0.7370473
24,98,573,352,194_0,01518.jpg,0.72450995
45,241,990,556,51_8,01519.jpg,0.72424924
14,29,213,105,29_6,01520.jpg,0.94472295
123,187,494,324,151_5,01521.jpg,0.888459
16,56,258,173,40_0,01522.jpg,0.9989207
67,71,713,451,183_5,01523.jpg,0.98211426
3,47,500,282,22_8,01524.jpg,0.81605446
42,8,465,280,100_8,01525.jpg,0.9819987
240,46,740,302,97_0,01526.jpg,0.9993492
25,35,581,387,96_4,01527.jpg,0.5782768
24,38,276,179,131_7,01528.jpg,0.98669994
40,65,774,494,154_7,01529.jpg,0.9691096
79,259,924,699,182_4,01530.jpg,0.7870351
15,28,251,181,188_6,01531.jpg,0.98038703
76,37,652,500,95_0,01532.jpg,0.9872363
35,66,573,420,65_8,01533.jpg,0.8068583
128,185,901,623,19_1,01534.jpg,0.4879235
8,29,444,213,2_7,01535.jpg,0.98251927
44,15,234,175,125_0,01536.jpg,0.6753867
79,163,539,393,7_7,01537.jpg,0.7857968
51,112,976,667,79_0,01538.jpg,0.8926428
20,47,295,196,195_0,01539.jpg,0.9857098
9,27,187,120,190_7,01540.jpg,0.88808656
34,89,402,261,88_1,01541.jpg,0.98846275
78,59,557,402,73_7,01542.jpg,0.9388896
14,44,250,169,162_0,01543.jpg,0.9702865
57,53,293,236,71_8,01544.jpg,0.9776259
91,45,721,538,93_0,01545.jpg,0.69717324
85,174,967,654,75_6,01546.jpg,0.6760029
90,65,878,403,94_7,01547.jpg,0.9686198
603,287,1435,711,167_8,01548.jpg,0.8277398
1,3,799,600,112_8,01549.jpg,0.84848505
156,192,572,336,187_6,01550.jpg,0.9988373
85,51,397,206,163_4,01551.jpg,0.8229954
84,100,508,335,41_2,01552.jpg,0.9808116
109,63,488,350,28_5,01553.jpg,0.955997
43,154,551,323,173_0,01554.jpg,0.7098722
22,91,287,185,114_8,01555.jpg,0.7545295
14,67,612,443,81_0,01556.jpg,0.7370105
17,73,631,431,50_6,01557.jpg,0.9917897
188,220,434,348,101_6,01558.jpg,0.98752964
45,77,592,479,78_2,01559.jpg,0.62699515
89,71,606,464,119_3,01560.jpg,0.9712932
37,186,1235,884,170_0,01561.jpg,0.85531145
106,1,552,242,116_7,01562.jpg,0.9012064
15,27,480,344,146_3,01563.jpg,0.8260314
52,83,564,375,162_4,01564.jpg,0.9200018
13,46,321,194,165_8,01565.jpg,0.97508746
39,68,579,402,187_8,01566.jpg,0.755107
87,207,567,446,176_0,01567.jpg,0.9911102
16,9,618,414,37_5,01568.jpg,0.6034684
57,128,524,336,173_1,01569.jpg,0.5337743
39,44,231,153,136_6,01570.jpg,0.9967803
48,120,589,371,172_7,01571.jpg,0.5500348
4,70,555,319,80_4,01572.jpg,0.6706213
47,180,940,680,55_7,01573.jpg,0.75503916
151,114,689,349,103_6,01574.jpg,0.9991054
116,134,477,328,104_6,01575.jpg,0.9994487
246,339,1215,788,93_1,01576.jpg,0.9988481
4,109,580,329,80_6,01577.jpg,0.98162663
47,82,614,378,11_4,01578.jpg,0.79504627
190,780,3349,1956,37_1,01579.jpg,0.99740344
46,12,260,170,33_7,01580.jpg,0.7990948
29,35,560,358,11_5,01581.jpg,0.99653
18,100,996,564,35_1,01582.jpg,0.99467105
91,61,543,408,121_8,01583.jpg,0.9071029
151,337,1315,1063,176_0,01584.jpg,0.83706486
207,205,782,471,153_9,01585.jpg,0.9990356
33,1,183,193,151_5,01586.jpg,0.6029362
32,162,2577,1730,170_6,01587.jpg,0.7708112
21,77,590,339,103_9,01588.jpg,0.9983778
35,120,605,413,15_8,01589.jpg,0.81896186
35,147,665,360,187_7,01590.jpg,0.9886742
41,60,216,158,18_7,01591.jpg,0.943591
73,105,282,256,146_6,01592.jpg,0.9967399
48,55,744,559,38_5,01593.jpg,0.5213303
366,327,2257,1427,183_5,01594.jpg,0.9873876
35,54,595,415,195_7,01595.jpg,0.9685656
14,45,434,305,163_7,01596.jpg,0.83286494
47,72,556,371,120_0,01597.jpg,0.99626154
179,121,488,406,111_4,01598.jpg,0.8708501
19,41,249,115,72_8,01599.jpg,0.97389936
30,73,619,401,24_1,01600.jpg,0.5247253
63,46,742,328,121_8,01601.jpg,0.80605674
207,111,836,430,154_7,01602.jpg,0.97579193
12,23,246,159,143_7,01603.jpg,0.8328659
50,93,696,403,49_8,01604.jpg,0.96229076
30,29,216,150,72_1,01605.jpg,0.99609756
12,35,278,183,80_4,01606.jpg,0.8083876
26,130,681,441,179_0,01607.jpg,0.9761524
6,40,250,157,13_7,01608.jpg,0.9276789
4,9,98,76,18_4,01609.jpg,0.47980398
94,94,2407,1422,40_0,01610.jpg,0.9952689
6,28,296,207,99_0,01611.jpg,0.9165697
70,54,387,191,69_1,01612.jpg,0.99649894
22,45,414,270,32_7,01613.jpg,0.9244447
27,62,594,239,47_8,01614.jpg,0.74023145
41,130,564,336,52_1,01615.jpg,0.9997527
133,190,1788,951,83_6,01616.jpg,0.6066123
62,150,543,339,6_8,01617.jpg,0.96381253
51,52,344,265,188_6,01618.jpg,0.99783665
244,433,1321,1075,98_6,01619.jpg,0.99626535
29,25,471,315,16_7,01620.jpg,0.58858323
166,103,1402,1114,146_7,01621.jpg,0.49987355
70,249,953,590,60_6,01622.jpg,0.954375
18,13,343,283,136_7,01623.jpg,0.9344297
54,89,494,307,29_6,01624.jpg,0.97096616
76,136,1546,988,156_7,01625.jpg,0.7625483
79,95,578,428,121_6,01626.jpg,0.9732852
35,32,238,163,54_8,01627.jpg,0.90400094
24,76,442,322,107_8,01628.jpg,0.96486247
78,34,585,404,180_7,01629.jpg,0.6691215
112,25,698,504,106_0,01630.jpg,0.6505003
71,1,850,599,130_5,01631.jpg,0.99424124
118,53,217,230,152_3,01632.jpg,0.99974614
196,108,460,266,157_7,01633.jpg,0.70042384
6,32,294,170,160_5,01634.jpg,0.98935646
67,102,597,393,121_6,01635.jpg,0.7606412
27,101,619,435,86_0,01636.jpg,0.79689085
78,105,498,255,128_7,01637.jpg,0.53698826
14,28,225,150,82_1,01638.jpg,0.772544
42,147,600,325,22_7,01639.jpg,0.9416795
22,206,514,363,12_0,01640.jpg,0.99907935
35,75,614,392,165_0,01641.jpg,0.9842189
13,122,480,286,126_0,01642.jpg,0.98637694
70,52,503,266,20_7,01643.jpg,0.9836368
65,73,504,316,19_0,01644.jpg,0.998432
20,21,409,278,83_7,01645.jpg,0.963992
123,395,944,774,107_8,01646.jpg,0.98874706
8,21,247,170,54_4,01647.jpg,0.42873296
29,35,236,167,131_2,01648.jpg,0.7627953
25,140,615,336,74_3,01649.jpg,0.38724515
28,27,277,155,40_1,01650.jpg,0.48229188
74,79,331,273,76_7,01651.jpg,0.6121285
47,18,259,156,65_1,01652.jpg,0.64158875
6,30,270,162,162_4,01653.jpg,0.8119017
76,290,1218,697,63_7,01654.jpg,0.98006266
20,195,734,439,122_6,01655.jpg,0.9545575
29,2,273,159,32_4,01656.jpg,0.77946645
58,100,1333,814,149_0,01657.jpg,0.5816895
15,55,439,263,175_7,01658.jpg,0.70317465
177,382,1465,872,130_4,01659.jpg,0.8274415
12,17,271,284,100_6,01660.jpg,0.71450067
178,214,901,658,1_6,01661.jpg,0.8362022
30,36,734,240,173_4,01662.jpg,0.9189834
8,77,500,268,27_1,01663.jpg,0.98132056
21,16,493,262,126_2,01664.jpg,0.99699104
57,70,651,355,138_7,01665.jpg,0.9832261
252,167,483,266,152_5,01666.jpg,0.9971078
42,61,433,288,146_5,01667.jpg,0.4929435
24,156,448,419,119_8,01668.jpg,0.9638761
24,71,611,423,133_0,01669.jpg,0.7760958
9,16,204,136,190_8,01670.jpg,0.95446557
23,365,529,717,47_8,01671.jpg,0.8907524
15,67,398,253,33_3,01672.jpg,0.8388822
56,146,575,403,81_8,01673.jpg,0.7794602
180,43,870,713,167_0,01674.jpg,0.8605415
49,59,591,273,35_1,01675.jpg,0.9503632
130,169,1537,1156,98_3,01676.jpg,0.94615376
23,58,351,248,44_4,01677.jpg,0.6754815
82,95,416,268,10_7,01678.jpg,0.80029124
14,137,621,429,64_8,01679.jpg,0.98059607
37,137,997,602,9_9,01680.jpg,0.99816376
69,282,1197,785,33_6,01681.jpg,0.6188754
105,102,624,372,83_6,01682.jpg,0.83489627
19,55,244,160,86_8,01683.jpg,0.9323325
71,204,686,371,151_5,01684.jpg,0.98551756
56,224,1210,662,93_8,01685.jpg,0.95458853
39,61,348,283,113_0,01686.jpg,0.95459515
16,29,180,119,30_4,01687.jpg,0.8017507
205,34,1333,864,106_8,01688.jpg,0.82945514
16,54,295,158,80_4,01689.jpg,0.7400079
23,34,190,96,70_7,01690.jpg,0.37291035
55,158,961,677,50_6,01691.jpg,0.86793154
79,300,627,589,140_6,01692.jpg,0.8878825
40,43,988,701,131_7,01693.jpg,0.5630818
25,96,637,399,74_6,01694.jpg,0.9851083
29,45,228,167,131_0,01695.jpg,0.47265697
43,30,247,147,188_7,01696.jpg,0.9462095
112,31,496,348,118_0,01697.jpg,0.928352
57,67,256,179,123_1,01698.jpg,0.9824798
19,18,254,198,189_0,01699.jpg,0.92793185
42,77,573,431,18_3,01700.jpg,0.9846123
82,42,254,159,95_7,01701.jpg,0.8942421
97,77,495,405,60_6,01702.jpg,0.98090875
123,35,487,297,46_8,01703.jpg,0.8812009
28,28,378,239,84_6,01704.jpg,0.8707143
22,101,380,235,3_7,01705.jpg,0.8824722
19,74,381,232,7_2,01706.jpg,0.757932
79,165,744,556,56_0,01707.jpg,0.8000355
80,169,366,254,46_1,01708.jpg,0.9998493
236,133,472,319,96_0,01709.jpg,0.8381669
149,76,1497,937,55_5,01710.jpg,0.67244434
231,72,1007,667,154_0,01711.jpg,0.91684157
25,237,606,447,71_8,01712.jpg,0.95717883
43,237,515,445,171_7,01713.jpg,0.28354284
25,61,583,277,26_7,01714.jpg,0.9321589
19,114,620,426,13_6,01715.jpg,0.99536884
60,91,588,373,3_8,01716.jpg,0.92717814
9,51,489,295,153_9,01717.jpg,0.9997696
65,132,1790,1150,149_7,01718.jpg,0.48726568
42,81,241,164,31_7,01719.jpg,0.49943012
9,147,1022,612,167_6,01720.jpg,0.99398816
21,47,615,408,96_6,01721.jpg,0.98032767
10,61,435,282,105_4,01722.jpg,0.60448843
7,129,796,475,158_8,01723.jpg,0.5694976
67,177,626,480,115_6,01724.jpg,0.9719126
211,73,645,352,178_6,01725.jpg,0.993796
73,97,587,375,162_7,01726.jpg,0.83663446
32,1,511,236,126_7,01727.jpg,0.9658573
27,27,249,160,156_8,01728.jpg,0.9625533
15,113,469,317,150_4,01729.jpg,0.6613463
59,172,593,359,150_4,01730.jpg,0.9787508
80,78,400,326,67_6,01731.jpg,0.8478005
12,134,677,432,87_7,01732.jpg,0.9893684
